,name,first_name,last_name,new_price,above_100
116,Jessica Wilson,Jessica,Wilson,290.4095460874849,true
117,Daniel Frazier,Daniel,Frazier,190.32919165960308,true
118,Brian Welch,Brian,Welch,218.250508277542,true
119,Carol Chavez,Carol,Chavez,123.18344273633505,true
120,Ethan Mcdonald,Ethan,Mcdonald,214.35031737281642,true
121,Gerald Martinez,Gerald,Martinez,57.547863563924366,false
122,Eric King,Eric,King,59.879264225985686,false
123,Sylvia Walters,Sylvia,Walters,110.94631320914492,true
124,Jonathan Lane,Jonathan,Lane,64.46710142329968,false
125,Matthew Turner,Matthew,Turner,180.2628702175462,true
126,Jeffrey Bauer,Jeffrey,Bauer,30.51584180732109,false
127,Jessica Shaffer,Jessica,Shaffer,54.90193650996717,false
128,Chris Spencer,Chris,Spencer,251.37528306509915,true
129,Mary Clarke,Mary,Clarke,236.0529878684694,true
130,Timothy Mendoza,Timothy,Mendoza,105.98348156256873,true
131,Alicia Hoffman,Alicia,Hoffman,182.3436990317387,true
132,Joseph Gardner,Joseph,Gardner,144.809134447454,true
133,Rachael Rangel,Rachael,Rangel,297.94964055273493,true
134,Jeffrey Harrington,Jeffrey,Harrington,194.27163383508275,true
135,Sophia Randolph,Sophia,Randolph,158.54312598904266,true
136,Debbie Freeman,Debbie,Freeman,275.87191674948485,true
137,Matthew Braun,Matthew,Braun,201.77496567973785,true
138,Sheri Hudson,Sheri,Hudson,268.3748401506698,true
139,Mary King,Mary,King,204.07857538584167,true
140,Beth Davis,Beth,Davis,155.06806482630742,true
141,Margaret Castillo,Margaret,Castillo,193.90632444973315,true
142,Tommy Sandoval,Tommy,Sandoval,172.28304096219406,true
143,Christopher Hines,Christopher,Hines,46.554352989801856,false
144,Richard Wright,Richard,Wright,208.35969686386207,true
145,Michael Brown,Michael,Brown,278.52308864414647,true
146,Nathan Yu,Nathan,Yu,134.18950975303386,true
147,Cameron Ford,Cameron,Ford,248.89213816817463,true
148,Carla Hayes,Carla,Hayes,265.3745758879461,true
149,Marissa Matthews,Marissa,Matthews,136.09257765126094,true
150,Dr. Samuel Thompson,Dr.,Samuel Thompson,237.1592416495993,true
151,Gary Figueroa,Gary,Figueroa,168.94476842778406,true
152,Michael West,Michael,West,146.88868490813215,true
153,Martin Walton,Martin,Walton,140.34005756647483,true
154,Zachary Lee,Zachary,Lee,8.667301583326669,false
155,Christopher Stephenson,Christopher,Stephenson,67.01185632582161,false
156,Eric Ortiz,Eric,Ortiz,117.72424575203449,true
157,Kara Pittman,Kara,Pittman,56.23964364259615,false
158,Andrew Cowan,Andrew,Cowan,295.93918116436095,true
159,Rhonda Moss DDS,Rhonda,Moss DDS,259.0397505024356,true
160,Sarah Williams,Sarah,Williams,92.82627713649636,false
161,Carolyn Collins,Carolyn,Collins,236.24728881254813,true
162,Larry Mooney,Larry,Mooney,135.27017938989422,true
163,Laura Livingston,Laura,Livingston,294.25806990582436,true
164,Candace Mckenzie,Candace,Mckenzie,84.58145758338813,false
165,Candace Wallace,Candace,Wallace,124.7464542613423,true
166,Jason White,Jason,White,218.43180413366082,true
167,Patricia Reynolds,Patricia,Reynolds,89.01176825909228,false
168,Michael Ellison,Michael,Ellison,244.47171060446053,true
169,Melissa Robles,Melissa,Robles,238.45609669548043,true
170,Heidi Fry,Heidi,Fry,109.62647170853651,true
171,James Smith,James,Smith,163.95738564855034,true
172,Charles Ruiz,Charles,Ruiz,48.45811846912089,false
173,Stephanie Green DDS,Stephanie,Green DDS,9.144974190597543,false
174,Stacey Garcia,Stacey,Garcia,106.61920386744845,true
175,Glenda Burke,Glenda,Burke,206.36350632142344,true
176,Zachary Alvarez,Zachary,Alvarez,104.0523689923793,true
177,Rachel Shaw,Rachel,Shaw,2.448211505515752,false
178,Carmen Beard,Carmen,Beard,269.62368497596617,true
179,Tony Daniels,Tony,Daniels,186.9035774579524,true
180,Randy Mora,Randy,Mora,70.74105982483371,false
181,George Aguirre,George,Aguirre,128.9497508227403,true
182,James Miller,James,Miller,297.04056394395474,true
183,Jacqueline Williams,Jacqueline,Williams,17.306221558812595,false
184,April Taylor,April,Taylor,121.28989032735632,true
185,Robert Johnson,Robert,Johnson,131.62377790455037,true
186,Gary White,Gary,White,280.97065059718244,true
187,Kim Lowe,Kim,Lowe,192.7758756466007,true
188,Samantha Jones,Samantha,Jones,136.34155637165566,true
189,Randy Lozano,Randy,Lozano,16.301049650545718,false
190,Arthur Chavez,Arthur,Chavez,6.903795237740217,false
191,Melissa Miller,Melissa,Miller,162.60669447005415,true
192,Leslie Mccormick,Leslie,Mccormick,282.50210661508714,true
193,Carlos Rubio,Carlos,Rubio,63.2180240393211,false
194,David York,David,York,86.53219265932694,false
195,Gabriella Anthony,Gabriella,Anthony,7.6386454053409825,false
196,Olivia Poole,Olivia,Poole,117.85417195127266,true
197,Wayne Wilson,Wayne,Wilson,74.67047227866091,false
198,Elizabeth Moore,Elizabeth,Moore,267.3988136432793,true
199,Janice Campbell,Janice,Campbell,33.45339810287007,false
200,Julie Johnson,Julie,Johnson,63.64156781774781,false
201,Misty Cantrell,Misty,Cantrell,189.03920909845044,true
202,Robert Soto,Robert,Soto,109.01383568593417,true
203,Brenda Cowan,Brenda,Cowan,60.84957659066811,false
204,Kelly Guerrero,Kelly,Guerrero,259.5112156610179,true
205,David Nichols,David,Nichols,19.4852485825076,false
206,Kayla Taylor,Kayla,Taylor,186.23562833792442,true
207,Antonio Garcia,Antonio,Garcia,125.47721261358778,true
208,Tyler Cisneros,Tyler,Cisneros,186.58982946523628,true
209,Jillian Crawford,Jillian,Crawford,158.81727732036828,true
210,Karl Pierce,Karl,Pierce,132.7746811247699,true
211,Joann Taylor,Joann,Taylor,276.9621962173069,true
212,Jennifer Jenkins,Jennifer,Jenkins,59.128582081586295,false
213,Nancy Brown,Nancy,Brown,78.87073418065538,false
214,Emma Munoz,Emma,Munoz,120.84287574591565,true
215,Shawn Galloway,Shawn,Galloway,141.02986218926173,true
216,Melissa Mcguire,Melissa,Mcguire,213.08212039609552,true
217,Bryan Chavez,Bryan,Chavez,125.39615596333384,true
218,Fernando Salazar,Fernando,Salazar,256.1537305026925,true
219,Megan Moore,Megan,Moore,251.34779847880935,true
220,Robert Williams,Robert,Williams,175.20972501819077,true
221,Dennis Sanford,Dennis,Sanford,29.450432640090238,false
222,Kimberly Herrera,Kimberly,Herrera,154.8076505334469,true
223,Gloria Potts,Gloria,Potts,289.10493534380265,true
224,Suzanne Barnett,Suzanne,Barnett,8.470995351489764,false
225,Leah Myers,Leah,Myers,44.557973904375906,false
226,Kylie Thomas,Kylie,Thomas,13.453416021299347,false
227,Amanda Murphy,Amanda,Murphy,50.55321552469607,false
228,Christopher Matthews,Christopher,Matthews,282.3634970875721,true
229,Nicole Parks,Nicole,Parks,52.283997665936184,false
230,Bobby Martin,Bobby,Martin,205.4899694679927,true
231,Kevin Chambers,Kevin,Chambers,121.17110156585184,true
232,Kimberly Lawson,Kimberly,Lawson,250.28807417853676,true
233,Rachel Lopez,Rachel,Lopez,101.88811233293558,true
234,Christopher Clay,Christopher,Clay,219.38450883405247,true
235,Daniel Martin,Daniel,Martin,0.30019335994085905,false
236,William Taylor,William,Taylor,66.55747013586088,false
237,Steven Johnson,Steven,Johnson,111.29328197700804,true
238,Daniel Miller,Daniel,Miller,80.5775678926165,false
239,Taylor Bryant,Taylor,Bryant,187.63154082557503,true
240,Lauren Jones,Lauren,Jones,194.79263119102959,true
241,Lindsey Robertson,Lindsey,Robertson,22.737646859159213,false
242,Allison Thomas,Allison,Thomas,168.33349750521316,true
243,Vernon Bishop,Vernon,Bishop,216.1870445736053,true
244,Susan Parsons,Susan,Parsons,132.91852598876127,true
245,Brady Snyder,Brady,Snyder,210.39608628043945,true
246,Brent Mcgrath,Brent,Mcgrath,174.69835667191742,true
247,Peter Smith,Peter,Smith,278.6080180649334,true
248,Deborah Fox,Deborah,Fox,248.12282335223,true
249,Heather Collins,Heather,Collins,147.42740743180875,true
250,Phillip Meyers,Phillip,Meyers,102.79774717187095,true
251,Nicholas Hubbard,Nicholas,Hubbard,275.40083640481305,true
252,Misty Ramirez,Misty,Ramirez,62.31681444320775,false
253,Scott Johnson,Scott,Johnson,85.87388958460392,false
254,Jay Nixon,Jay,Nixon,253.4674787231029,true
255,Tony Hall,Tony,Hall,61.197165218284425,false
256,Taylor Smith,Taylor,Smith,41.49264584158212,false
257,Mark Reynolds,Mark,Reynolds,70.49794435636787,false
258,Marilyn Christensen,Marilyn,Christensen,155.48545325374747,true
259,Denise Atkins,Denise,Atkins,185.45160104146026,true
260,Melissa Gonzales,Melissa,Gonzales,228.0025996700991,true
261,Henry Hoffman,Henry,Hoffman,229.66288757903408,true
262,Daisy Davenport,Daisy,Davenport,59.527535181546405,false
263,Christopher Paul,Christopher,Paul,122.71316985988042,true
264,Kevin Craig,Kevin,Craig,148.20105162583087,true
265,Natalie Coleman,Natalie,Coleman,122.14404521392821,true
266,Jeremy Strickland,Jeremy,Strickland,130.84356621069006,true
267,Gary Bonilla,Gary,Bonilla,162.61525338967425,true
268,Amanda Richards,Amanda,Richards,236.59571642368752,true
269,Heidi Perez,Heidi,Perez,245.1757227990263,true
270,Robert Johnson,Robert,Johnson,174.69223455356223,true
271,Gary Mills,Gary,Mills,183.83632122355647,true
272,Chelsea Caldwell,Chelsea,Caldwell,16.12083718443007,false
273,John Frye,John,Frye,223.2774175401916,true
274,Michael Strong,Michael,Strong,220.4122321530476,true
275,Christopher Delgado,Christopher,Delgado,85.7827975219131,false
276,Whitney Wallace,Whitney,Wallace,253.45561825480598,true
277,Rebecca Martinez,Rebecca,Martinez,59.68320226018208,false
278,Marissa Mccoy,Marissa,Mccoy,116.96346526147707,true
279,Ricky Kerr,Ricky,Kerr,38.99584409323927,false
280,Anna Campbell,Anna,Campbell,249.9213404326384,true
281,Marie Walters,Marie,Walters,73.38808728545419,false
282,Robert Martin,Robert,Martin,38.22288302142398,false
283,Marc Davis,Marc,Davis,162.28026194930808,true
284,James Dixon,James,Dixon,159.37943283852357,true
285,Vicki Ramirez,Vicki,Ramirez,186.16024273670712,true
286,Krista Campbell,Krista,Campbell,161.2338436440011,true
287,Lauren Patterson,Lauren,Patterson,170.2123273334216,true
288,Megan Clark,Megan,Clark,290.2581555729941,true
289,Judy Zimmerman,Judy,Zimmerman,219.58882554041398,true
290,Joseph Williams MD,Joseph,Williams MD,210.78418587544644,true
291,Lori Acevedo,Lori,Acevedo,210.66028991914436,true
292,William Taylor,William,Taylor,275.6331762919653,true
293,Dawn Snyder,Dawn,Snyder,248.98404166326145,true
294,Jennifer Simmons,Jennifer,Simmons,80.68353707250292,false
295,Alyssa Nunez,Alyssa,Nunez,163.80090017535008,true
296,Robert Black,Robert,Black,63.928004824648646,false
297,Julia Young,Julia,Young,239.23966830924962,true
298,Melinda Barnes,Melinda,Barnes,227.25063517083808,true
299,Mr. Brett Armstrong,Mr.,Brett Armstrong,154.13418355563863,true
300,Erik Stevenson,Erik,Stevenson,246.0040721964782,true
301,Daniel George,Daniel,George,34.80089307788611,false
302,Lindsey Jones,Lindsey,Jones,197.70203950528594,true
303,Virginia Lopez,Virginia,Lopez,227.42559145706585,true
304,Andrew Brown,Andrew,Brown,92.88318048748691,false
305,Donna Lowery,Donna,Lowery,264.83260935725133,true
306,Alexis Andrade,Alexis,Andrade,6.313985182948612,false
307,Alyssa Pierce,Alyssa,Pierce,47.74032516054749,false
308,Tara Johnson,Tara,Johnson,38.26768696182315,false
309,Michael Brady,Michael,Brady,162.05943217458181,true
310,James Rhodes,James,Rhodes,51.92414008935029,false
311,Pamela Scott,Pamela,Scott,42.433333922056505,false
312,Martin Ward,Martin,Ward,170.94982482253798,true
313,Kristina Hernandez,Kristina,Hernandez,107.69157184330523,true
314,Robert Bush,Robert,Bush,87.1800419106335,false
315,Rebecca Larson,Rebecca,Larson,214.3895724880069,true
316,Brittany Watson,Brittany,Watson,190.5200180237414,true
317,Ryan Ramirez,Ryan,Ramirez,249.7287912514065,true
318,Edward Burns,Edward,Burns,87.64996993182648,false
319,John Prince,John,Prince,31.738420344070374,false
320,Ashley Boyer,Ashley,Boyer,107.66259919776722,true
321,James Dean,James,Dean,61.695454203113286,false
322,Natalie Gordon,Natalie,Gordon,268.2800093904237,true
323,Ryan Smith,Ryan,Smith,136.20781301562315,true
324,Stephen Thompson,Stephen,Thompson,54.296397135686725,false
325,William Delgado,William,Delgado,96.25442517413536,false
326,Brian Johnson,Brian,Johnson,124.92920800129251,true
327,James Patel,James,Patel,216.60564294988416,true
328,Allen Rogers,Allen,Rogers,145.43424673621442,true
329,Aimee Reyes,Aimee,Reyes,277.6656815323848,true
330,Susan Williams,Susan,Williams,255.2153532198499,true
331,Edward Griffin,Edward,Griffin,108.6205221556892,true
332,Debra Baker,Debra,Baker,296.5003089408694,true
333,Yvette Kramer,Yvette,Kramer,279.93711740258726,true
334,Alyssa Williams DVM,Alyssa,Williams DVM,270.89722410924776,true
335,John Cunningham,John,Cunningham,173.02428331069592,true
336,Dana Gilbert,Dana,Gilbert,86.51917139139056,false
337,Stephen Henry,Stephen,Henry,146.15155779396392,true
338,Bradley James,Bradley,James,137.9824935007853,true
339,Melinda Peters,Melinda,Peters,16.830030435585858,false
340,Robert Goodman,Robert,Goodman,213.542398367175,true
341,Leslie Moore,Leslie,Moore,195.96307990880481,true
342,Sarah Gray,Sarah,Gray,270.794728795214,true
343,Amy Haynes,Amy,Haynes,258.5062772657286,true
344,Gary Dean,Gary,Dean,184.42515197173316,true
345,Jonathan Duran,Jonathan,Duran,224.53614166006957,true
346,Elizabeth Ruiz,Elizabeth,Ruiz,124.66944953610624,true
347,Caitlin Lewis,Caitlin,Lewis,196.35989586878728,true
348,Micheal Blackburn,Micheal,Blackburn,10.44317525383308,false
349,Sheryl Mccarthy,Sheryl,Mccarthy,159.95197311799956,true
350,Lisa Smith,Lisa,Smith,150.91226788427025,true
351,Jared Juarez,Jared,Juarez,247.5606457184945,true
352,Brett Castro,Brett,Castro,217.3328584696009,true
353,Jessica Murray,Jessica,Murray,175.30221837335125,true
354,Austin Coffey,Austin,Coffey,16.259139624906208,false
355,Shelly Jacobs,Shelly,Jacobs,3.856762052262908,false
356,Elizabeth Logan,Elizabeth,Logan,298.7423280960961,true
357,Cody Anderson,Cody,Anderson,128.08149674209776,true
358,Kayla Wood,Kayla,Wood,256.0528759915511,true
359,Paul Singh DDS,Paul,Singh DDS,157.96361688869047,true
360,James Mays,James,Mays,245.2433071605521,true
361,Thomas Moore,Thomas,Moore,244.59149818432581,true
362,Linda Pacheco,Linda,Pacheco,299.60400695104124,true
363,Jenny Clark,Jenny,Clark,66.323118079241,false
364,Patrick Guzman,Patrick,Guzman,223.49659809806417,true
365,Mr. Scott Peters,Mr.,Scott Peters,229.48733097035625,true
366,John Stevenson,John,Stevenson,23.099272291969648,false
367,Kristina Brooks,Kristina,Brooks,154.68058259535485,true
368,Nancy Aguilar,Nancy,Aguilar,63.38787526628624,false
369,Robert Brown,Robert,Brown,132.73295362216254,true
370,Jessica Williams,Jessica,Williams,255.95815772602117,true
371,David Brown,David,Brown,290.59448058900983,true
372,Dorothy Munoz,Dorothy,Munoz,242.56453996893262,true
373,Jason Lawson,Jason,Lawson,76.09246622090241,false
374,James Hall,James,Hall,167.96983139949685,true
375,Patricia Carpenter,Patricia,Carpenter,46.081471226854134,false
376,Jeff Cardenas,Jeff,Cardenas,64.36052626619745,false
377,Michelle Johnson,Michelle,Johnson,19.189450361745703,false
378,Frank Madden,Frank,Madden,17.34021423630535,false
379,George Tanner,George,Tanner,291.42926528925824,true
380,Dylan Johnson,Dylan,Johnson,40.653285809712465,false
381,Pamela King,Pamela,King,282.4817646766954,true
382,Jesse Frazier,Jesse,Frazier,95.66568524752321,false
383,Edward Russell,Edward,Russell,103.22359133510466,true
384,Diana Mcdonald,Diana,Mcdonald,183.09643604917144,true
385,Randy Dawson,Randy,Dawson,192.1441513938406,true
386,Jasmine Williams,Jasmine,Williams,286.16923356548403,true
387,Robert Smith,Robert,Smith,124.21900702404787,true
388,Sara Young,Sara,Young,183.9944858377276,true
389,Samantha Gonzalez,Samantha,Gonzalez,205.5899257425711,true
390,Christina Torres,Christina,Torres,286.2681618777825,true
391,Maria Bailey,Maria,Bailey,141.90762943777943,true
392,Charles Bartlett,Charles,Bartlett,94.22658656561113,false
393,Natalie Parker,Natalie,Parker,238.0161588972616,true
394,Paula Hernandez DDS,Paula,Hernandez DDS,48.883816775393846,false
395,Jessica Jenkins,Jessica,Jenkins,14.947778964788506,false
396,Drew Henson,Drew,Henson,223.07613087091502,true
397,Michael Davis,Michael,Davis,17.980908989224538,false
398,Ian Ramos,Ian,Ramos,23.684656479342635,false
399,Anna Wright,Anna,Wright,235.5824596008408,true
400,Ashley Anderson,Ashley,Anderson,74.40865878276213,false
401,Jennifer Wright,Jennifer,Wright,298.1278772531823,true
402,Nicole Lopez,Nicole,Lopez,67.72888615683607,false
403,Tara Ellis,Tara,Ellis,21.927614346193682,false
404,Hannah Elliott,Hannah,Elliott,42.350030610505904,false
405,Gavin Rodriguez,Gavin,Rodriguez,116.36642424082113,true
406,Johnny Jackson,Johnny,Jackson,291.59689013886367,true
407,Martin Garrett,Martin,Garrett,147.06705563281525,true
408,Terri Hayes,Terri,Hayes,167.3609672632571,true
409,Adam Huang,Adam,Huang,260.84093566443414,true
410,Carolyn Garner,Carolyn,Garner,104.41065354970587,true
411,Lisa Lee,Lisa,Lee,130.22025105836542,true
412,Rodney Escobar,Rodney,Escobar,8.711600244270834,false
413,Michael Johnson,Michael,Johnson,144.54500628387981,true
414,Michelle Carter DVM,Michelle,Carter DVM,55.948228582619045,false
415,John Dunn,John,Dunn,81.54369829884075,false
416,Terry Pierce,Terry,Pierce,297.8661824269755,true
417,David Buck,David,Buck,258.79109040656874,true
418,Jennifer Newman,Jennifer,Newman,149.3096362559838,true
419,Cynthia Lee,Cynthia,Lee,246.59341963671147,true
420,Sylvia Clark,Sylvia,Clark,299.52523513204085,true
421,Joseph Taylor,Joseph,Taylor,86.08285036113182,false
422,Kathleen Barton,Kathleen,Barton,37.421808702905686,false
423,Michael Harris Jr.,Michael,Harris Jr.,52.863409788803615,false
424,Eric Benson,Eric,Benson,172.1967218140958,true
425,Curtis Butler,Curtis,Butler,44.51322087159383,false
426,Brittany Le,Brittany,Le,51.04878874984286,false
427,Jeremiah Sims,Jeremiah,Sims,101.16179403008928,true
428,David Davis,David,Davis,290.4227547320138,true
429,Tiffany Bond,Tiffany,Bond,181.48954787847828,true
430,Patricia Chen,Patricia,Chen,61.60059464895199,false
431,William Crawford,William,Crawford,181.76037492528042,true
432,Christina Roberts,Christina,Roberts,29.28680091733447,false
433,Jerome Scott,Jerome,Scott,232.14413357176463,true
434,Jeffery Walker,Jeffery,Walker,272.08402755869633,true
435,Todd Alvarez,Todd,Alvarez,212.17336316636133,true
436,John Henry,John,Henry,223.9911857613067,true
437,James Miles,James,Miles,156.36757784621398,true
438,Michael Downs,Michael,Downs,31.19720611005966,false
439,Kayla Wheeler,Kayla,Wheeler,6.095911004942511,false
440,Charles Martin,Charles,Martin,161.27522870857268,true
441,Harold Bennett,Harold,Bennett,135.0423550134277,true
442,Michael Swanson,Michael,Swanson,200.39235279374984,true
443,Janet Mcdonald,Janet,Mcdonald,79.80353706580819,false
444,Brett Willis,Brett,Willis,244.40641148419883,true
445,Jacob Smith,Jacob,Smith,27.923228816289026,false
446,Alexa Webb,Alexa,Webb,167.56885852232438,true
447,Louis Klein,Louis,Klein,40.12200003556118,false
448,Tony Yu,Tony,Yu,15.742386454841974,false
449,Lisa Goodman,Lisa,Goodman,121.07840957778886,true
450,Kimberly Hernandez,Kimberly,Hernandez,36.97352301810157,false
451,Phillip Friedman,Phillip,Friedman,145.84183084692725,true
452,Brian Lam,Brian,Lam,2.9003944865113707,false
453,Kristin Wilkins,Kristin,Wilkins,251.85102866093413,true
454,Joshua Lynch,Joshua,Lynch,188.8781109748352,true
455,Blake Mclaughlin,Blake,Mclaughlin,276.65121566766607,true
456,Billy Olsen,Billy,Olsen,10.004807042544053,false
457,Shawn Brock,Shawn,Brock,179.61580863261688,true
458,Danielle Jones,Danielle,Jones,222.69520757018762,true
459,Jim Gomez,Jim,Gomez,60.129197330618936,false
460,Sabrina Henderson,Sabrina,Henderson,178.745385306665,true
461,David Pennington,David,Pennington,245.31840116263646,true
462,Deborah Williams,Deborah,Williams,137.01597097392576,true
463,Stephanie Bowman,Stephanie,Bowman,227.0047204438775,true
464,Joseph Frazier,Joseph,Frazier,176.45330226779308,true
465,Ryan Mclaughlin,Ryan,Mclaughlin,249.86437596048543,true
466,Tony Hall,Tony,Hall,135.8550959490399,true
467,Timothy Martin,Timothy,Martin,289.26536373047884,true
468,John Obrien,John,Obrien,261.8481216298636,true
